Filename,Species,Call_clarity,Song_Call_Alarm,BirdNET_correct,If_BirdNET_incorrect_true_species,Confidence,Reason_for_misidentifcation,Comments
nobtyr_40,Northern Beardless-Tyrannulet,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
nobtyr_41,Northern Beardless-Tyrannulet,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
nobtyr_42,Northern Beardless-Tyrannulet,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
nobtyr_43,Northern Beardless-Tyrannulet,Low,Call,Yes,NA,Medium,Low amplitude,The call can be heard if it is amplified.
nobtyr_44,Northern Beardless-Tyrannulet,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
nobtyr_45,Northern Beardless-Tyrannulet,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
nobtyr_46,Northern Beardless-Tyrannulet,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
nobtyr_47,Northern Beardless-Tyrannulet,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
nobtyr_48,Northern Beardless-Tyrannulet,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
nobtyr_49,Northern Beardless-Tyrannulet,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
nobtyr_50,Northern Beardless-Tyrannulet,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
obnthr1_01,Orange-billed Nightingale-Thrush,Low,Song,Yes,NA,Medium,Low amplitude,The call can be heard if it is amplified.
obnthr1_02,Orange-billed Nightingale-Thrush,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
obnthr1_03,Orange-billed Nightingale-Thrush,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
obnthr1_04,Orange-billed Nightingale-Thrush,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
obnthr1_05,Orange-billed Nightingale-Thrush,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
obnthr1_06,Orange-billed Nightingale-Thrush,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
obnthr1_07,Orange-billed Nightingale-Thrush,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
obnthr1_08,Orange-billed Nightingale-Thrush,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
obnthr1_09,Orange-billed Nightingale-Thrush,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
obnthr1_10,Orange-billed Nightingale-Thrush,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
obnthr1_11,Orange-billed Nightingale-Thrush,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
obnthr1_12,Orange-billed Nightingale-Thrush,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
obnthr1_13,Orange-billed Nightingale-Thrush,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
obnthr1_14,Orange-billed Nightingale-Thrush,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
obnthr1_15,Orange-billed Nightingale-Thrush,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
obnthr1_16,Orange-billed Nightingale-Thrush,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
obnthr1_17,Orange-billed Nightingale-Thrush,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
obnthr1_18,Orange-billed Nightingale-Thrush,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
obnthr1_19,Orange-billed Nightingale-Thrush,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
obnthr1_20,Orange-billed Nightingale-Thrush,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
obnthr1_21,Orange-billed Nightingale-Thrush,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
obnthr1_22,Orange-billed Nightingale-Thrush,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
obnthr1_23,Orange-billed Nightingale-Thrush,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
obnthr1_24,Orange-billed Nightingale-Thrush,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
obnthr1_25,Orange-billed Nightingale-Thrush,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified. También Troglodytes aedon
obnthr1_26,Orange-billed Nightingale-Thrush,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
obnthr1_27,Orange-billed Nightingale-Thrush,Low,Song,Yes,NA,Medium,Low amplitude,The call can be heard if it is amplified.
obnthr1_28,Orange-billed Nightingale-Thrush,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
obnthr1_29,Orange-billed Nightingale-Thrush,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
obnthr1_30,Orange-billed Nightingale-Thrush,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
obnthr1_31,Orange-billed Nightingale-Thrush,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
obnthr1_32,Orange-billed Nightingale-Thrush,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
obnthr1_33,Orange-billed Nightingale-Thrush,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
obnthr1_34,Orange-billed Nightingale-Thrush,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
obnthr1_35,Orange-billed Nightingale-Thrush,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
obnthr1_36,Orange-billed Nightingale-Thrush,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
obnthr1_37,Orange-billed Nightingale-Thrush,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
obnthr1_38,Orange-billed Nightingale-Thrush,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
obnthr1_39,Orange-billed Nightingale-Thrush,Very Low,Song,Yes,NA,Low,Very low amplitude,The call can be heard if it is amplified.
obnthr1_40,Orange-billed Nightingale-Thrush,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
obnthr1_41,Orange-billed Nightingale-Thrush,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
obnthr1_42,Orange-billed Nightingale-Thrush,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
obnthr1_43,Orange-billed Nightingale-Thrush,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
obnthr1_44,Orange-billed Nightingale-Thrush,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
obnthr1_45,Orange-billed Nightingale-Thrush,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
obnthr1_46,Orange-billed Nightingale-Thrush,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
obnthr1_47,Orange-billed Nightingale-Thrush,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
obnthr1_48,Orange-billed Nightingale-Thrush,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
obnthr1_49,Orange-billed Nightingale-Thrush,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
obnthr1_50,Orange-billed Nightingale-Thrush,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
oliwoo1_01,Olivaceous Woodcreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
oliwoo1_02,Olivaceous Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
oliwoo1_03,Olivaceous Woodcreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
oliwoo1_04,Olivaceous Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
oliwoo1_05,Olivaceous Woodcreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
oliwoo1_06,Olivaceous Woodcreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
oliwoo1_07,Olivaceous Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
oliwoo1_08,Olivaceous Woodcreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. También Turdus grayi
oliwoo1_09,Olivaceous Woodcreeper,Very Low,??,??,??,??,??,The call can NOT be heard if it is amplified.
oliwoo1_10,Olivaceous Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
oliwoo1_11,Olivaceous Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
oliwoo1_12,Olivaceous Woodcreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
oliwoo1_13,Olivaceous Woodcreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
oliwoo1_14,Olivaceous Woodcreeper,Low,Call,No,Probably a woodpecker,Low,Low amplitude,The call can be heard if it is amplified. Tambien Turdus grayi
oliwoo1_15,Olivaceous Woodcreeper,Low,Call,??,??,??,Low amplitude,The call can be heard if it is amplified.
oliwoo1_16,Olivaceous Woodcreeper,Very Low,??,??,??,??,??,The call can NOT be heard if it is amplified.
oliwoo1_17,Olivaceous Woodcreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
oliwoo1_18,Olivaceous Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
oliwoo1_19,Olivaceous Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
oliwoo1_20,Olivaceous Woodcreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
oliwoo1_21,Olivaceous Woodcreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
oliwoo1_22,Olivaceous Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
oliwoo1_23,Olivaceous Woodcreeper,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
oliwoo1_24,Olivaceous Woodcreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
oliwoo1_25,Olivaceous Woodcreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
oliwoo1_26,Olivaceous Woodcreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
oliwoo1_27,Olivaceous Woodcreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
oliwoo1_28,Olivaceous Woodcreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
oliwoo1_29,Olivaceous Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
oliwoo1_30,Olivaceous Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
oliwoo1_31,Olivaceous Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
oliwoo1_32,Olivaceous Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
oliwoo1_33,Olivaceous Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
oliwoo1_34,Olivaceous Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
oliwoo1_35,Olivaceous Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
oliwoo1_36,Olivaceous Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
oliwoo1_37,Olivaceous Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
oliwoo1_38,Olivaceous Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
oliwoo1_39,Olivaceous Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified. Probablemente también un Vireo.
oliwoo1_40,Olivaceous Woodcreeper,Very Low,Song,Yes,NA,high,Very low amplitude,The call can be heard if it is amplified.
oliwoo1_41,Olivaceous Woodcreeper,Very Low,Song,Yes,NA,Low,Very low amplitude,The call can be heard if it is amplified. Tambien Turdus grayi
oliwoo1_42,Olivaceous Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
oliwoo1_43,Olivaceous Woodcreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
oliwoo1_44,Olivaceous Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
oliwoo1_45,Olivaceous Woodcreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
oliwoo1_46,Olivaceous Woodcreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
oliwoo1_47,Olivaceous Woodcreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
oliwoo1_48,Olivaceous Woodcreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
oliwoo1_49,Olivaceous Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
oliwoo1_50,Olivaceous Woodcreeper,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
plawre1_01,Cabanis's Wren,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
plawre1_02,Cabanis's Wren,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
plawre1_03,Cabanis's Wren,High,Song,Yes,N,High,High amplitude,The call can be heard if it is amplified.
plawre1_04,Cabanis's Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
plawre1_05,Cabanis's Wren,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
plawre1_06,Cabanis's Wren,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
plawre1_07,Cabanis's Wren,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
plawre1_08,Cabanis's Wren,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
plawre1_09,Cabanis's Wren,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
plawre1_10,Cabanis's Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
plawre1_11,Cabanis's Wren,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
plawre1_12,Cabanis's Wren,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
plawre1_13,Cabanis's Wren,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
plawre1_14,Cabanis's Wren,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
plawre1_15,Cabanis's Wren,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
plawre1_16,Cabanis's Wren,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified. Parece ser un dueto
plawre1_17,Cabanis's Wren,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
plawre1_18,Cabanis's Wren,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
plawre1_19,Cabanis's Wren,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
plawre1_20,Cabanis's Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
plawre1_21,Cabanis's Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
plawre1_22,Cabanis's Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
plawre1_23,Cabanis's Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
plawre1_24,Cabanis's Wren,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
plawre1_25,Cabanis's Wren,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
plawre1_26,Cabanis's Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
plawre1_27,Cabanis's Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
plawre1_28,Cabanis's Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
plawre1_29,Cabanis's Wren,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
plawre1_30,Cabanis's Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
plawre1_31,Cabanis's Wren,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
plawre1_32,Cabanis's Wren,Very Low,??,??,??,??,Very low amplitude,The call can NOT be heard if it is amplified.
plawre1_33,Cabanis's Wren,Very Low,??,??,??,??,Very low amplitude,The call can NOT be heard if it is amplified.
plawre1_34,Cabanis's Wren,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
plawre1_35,Cabanis's Wren,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
plawre1_36,Cabanis's Wren,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
plawre1_37,Cabanis's Wren,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
plawre1_38,Cabanis's Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
plawre1_39,Cabanis's Wren,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
plawre1_40,Cabanis's Wren,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. 
plawre1_41,Cabanis's Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
plawre1_42,Cabanis's Wren,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
plawre1_43,Cabanis's Wren,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
plawre1_44,Cabanis's Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
plawre1_45,Cabanis's Wren,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
plawre1_46,Cabanis's Wren,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
plawre1_47,Cabanis's Wren,Very Low,Call,??,??,Low,Very low amplitude,The call can be heard if it is amplified. I am not sure.
plawre1_48,Cabanis's Wren,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
plawre1_49,Cabanis's Wren,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
plawre1_50,Cabanis's Wren,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
relhon1_01,Red-legged Honeycreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
relhon1_02,Red-legged Honeycreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. Tambien un Vireo sp
relhon1_03,Red-legged Honeycreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
relhon1_04,Red-legged Honeycreeper,Very Low,??,??,??,??,??,The call can NOT be heard if it is amplified.
relhon1_05,Red-legged Honeycreeper,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
relhon1_06,Red-legged Honeycreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
relhon1_07,Red-legged Honeycreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
relhon1_08,Red-legged Honeycreeper,High,Call,??,Maybe a Basileuterus,??,High amplitude,The call can be heard if it is amplified.
relhon1_09,Red-legged Honeycreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
relhon1_10,Red-legged Honeycreeper,Very Low,Song,Yes,NA,Low,Very low amplitude,The call can be heard if it is amplified.
relhon1_11,Red-legged Honeycreeper,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
relhon1_12,Red-legged Honeycreeper,Very Low,Call,??,Maybe an Empidonax or Basileuterus,??,Very low amplitude,The call can be heard if it is amplified.
relhon1_13,Red-legged Honeycreeper,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
relhon1_14,Red-legged Honeycreeper,Very Low,Call,??,Maybe an Empidonax?,??,Very low amplitude,The call can be heard if it is amplified.
relhon1_15,Red-legged Honeycreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
relhon1_16,Red-legged Honeycreeper,Very Low,Song,Yes,NA,Low,Very low amplitude,The call can be heard if it is amplified.
relhon1_17,Red-legged Honeycreeper,Very Low,Call,??,Maybe an Empidonax?,Low,Very low amplitude,The call can be heard if it is amplified.
relhon1_18,Red-legged Honeycreeper,Very Low,Song,Yes,NA,Low,Very low amplitude,The call can be heard if it is amplified.
relhon1_19,Red-legged Honeycreeper,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified. También Turdus grayi
relhon1_20,Red-legged Honeycreeper,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
relhon1_21,Red-legged Honeycreeper,Very Low,Call,??,Maybe and Empidonax or Basileuterus,Medium,Very low amplitude,The call can be heard if it is amplified.
relhon1_22,Red-legged Honeycreeper,Very Low,Song,??,??,??,??,The call can be heard if it is amplified. 
relhon1_23,Red-legged Honeycreeper,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
relhon1_24,Red-legged Honeycreeper,Very Low,Call,??,??,??,Very low amplitude,The call can be heard if it is amplified.
relhon1_25,Red-legged Honeycreeper,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
relhon1_26,Red-legged Honeycreeper,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
relhon1_27,Red-legged Honeycreeper,Low,Call,??,Maybe and Empidonax or Basileuterus,Low,Low amplitude,The call can be heard if it is amplified. Tambien un Catharus
relhon1_28,Red-legged Honeycreeper,Low,Call,??,Probably a Parulidae,Low,Low amplitude,The call can be heard if it is amplified. Tamibién un Momotus lessoni
relhon1_29,Red-legged Honeycreeper,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
relhon1_30,Red-legged Honeycreeper,Low,Call,??,Probably a Parulidae,Low,Low amplitude,The call can be heard if it is amplified.
relhon1_31,Red-legged Honeycreeper,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
relhon1_32,Red-legged Honeycreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
relhon1_33,Red-legged Honeycreeper,Low,Song,Yes,NA,Medium,Low amplitude,The call can be heard if it is amplified. probably a Parulidae and Vireo
relhon1_34,Red-legged Honeycreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
relhon1_35,Red-legged Honeycreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
relhon1_36,Red-legged Honeycreeper,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified. ´También un Catharus.
relhon1_37,Red-legged Honeycreeper,Very Low,Call,NO,Probably a Parulidae,Low,Very low amplitude,The call can be heard if it is amplified.
relhon1_38,Red-legged Honeycreeper,Very Low,Call,NO,Probably a Parulidae,Low,Very low amplitude,The call can be heard if it is amplified.
relhon1_39,Red-legged Honeycreeper,Very Low,Song,Yes,NA,Low,Very low amplitude,The call can be heard if it is amplified.
relhon1_40,Red-legged Honeycreeper,Very Low,Song,Yes,NA,Low,Very low amplitude,The call can be heard if it is amplified.
relhon1_41,Red-legged Honeycreeper,Very Low,Call,NO,Probably a Parulidae,Low,Very low amplitude,The call can be heard if it is amplified.
relhon1_42,Red-legged Honeycreeper,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. Probablemente también en la grabación un Parulidae y un Vireo
relhon1_43,Red-legged Honeycreeper,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
relhon1_44,Red-legged Honeycreeper,Low,Call,NO,Probably a Parulidae,Low,Low amplitude,The call can be heard if it is amplified.
relhon1_45,Red-legged Honeycreeper,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified. Probablemente también un parúlido y un Troglodytidae.
relhon1_46,Red-legged Honeycreeper,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified. Probablamente también un Catharus
relhon1_47,Red-legged Honeycreeper,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
relhon1_48,Red-legged Honeycreeper,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified. Probablemente también un Parulidae
relhon1_49,Red-legged Honeycreeper,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
relhon1_50,Red-legged Honeycreeper,Medium,Call,NO,probably a Parulidae and Myiarchus,Low,Medium amplitude,The call can be heard if it is amplified.
roahaw_01,Roadside Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
roahaw_02,Roadside Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
roahaw_03,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_04,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_05,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_06,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_07,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_08,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_09,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_10,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_11,Roadside Hawk,Very Low,Call,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
roahaw_12,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_13,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_14,Roadside Hawk,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
roahaw_15,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_16,Roadside Hawk,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
roahaw_17,Roadside Hawk,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
roahaw_18,Roadside Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
roahaw_19,Roadside Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
roahaw_20,Roadside Hawk,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
roahaw_21,Roadside Hawk,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
roahaw_22,Roadside Hawk,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
